,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Garage Car Means,Exter Qual Means,Foundation Means,Bsmt Qual Means,Garage Finish Means,Interaction,Overall Qual Projections,Neighborhood Projections,TotRms AbvGrd Projections,Neighborhood * Total Rooms Projections,Neighborhood * Overall Quality Projections,Overall Quality * Total Rooms Projections
96,88.0,15312,6,1960,1960,1138.0,1138,1138,6,1960.0,2.0,480.0,148000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1926.6460649363776,122454.37864202788,159203.54881542898,152332.83046821062,24251927211.638237,19495171647.79911,18653822101.766106
97,74.0,7450,5,1956,1956,894.0,1074,1074,6,1966.0,2.0,396.0,124000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1759.4444224016308,120822.33881868857,129556.1613094426,122189.02586404927,15830341145.08642,15653278417.778145,14763163882.871662
98,60.0,7313,9,2005,2005,1561.0,1561,1561,6,2005.0,2.0,556.0,277500,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2760.8712572895797,340877.8218955467,369906.1738963375,302730.40320101444,111981845170.18282,126092810863.49886,103194080464.72244
99,83.0,10019,8,1995,1995,1342.0,1358,2726,9,1995.0,3.0,725.0,350000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2622.83576820472,334247.7376720922,332226.9709432117,321521.9436439324,106818261428.59767,111046113431.42043,107467982274.91833
100,53.0,15401,9,2004,2004,1884.0,1884,1884,7,2004.0,3.0,670.0,387000,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2831.438986481227,402352.1730391594,431112.53848691087,360473.8310148646,155404788346.92,173459066684.6368,145037429232.5815
101,58.0,9098,4,1920,2002,528.0,605,605,5,1925.1899845121322,0.0,0.0,86000,105669.15044247788,143270.97834803528,129050.19004524886,139988.4611048478,106065.99122807017,1450.6295273566423,51545.78694432252,70722.28538708619,61944.77584011921,4380876115.203993,3645435854.7783184,3192992217.768602
102,103.0,16280,8,1976,2007,1426.0,1671,1671,6,1976.0,2.0,550.0,290000,184125.95686619717,374460.3086419753,148415.5307068366,202537.58217592593,204792.03626943004,2557.0735214165434,295390.8122248141,304385.8785252214,265988.9033222041,80963266015.68925,89912791887.32874,78570678195.1334
103,72.0,9392,3,1900,1950,245.0,797,797,5,1905.1899845121322,0.0,0.0,44000,105669.15044247788,143270.97834803528,148415.5307068366,107077.42608695652,106065.99122807017,1273.7057455646163,61723.72083442235,53650.04607714212,28802.076135970463,1545232711.8121707,3311480466.819416,1777771306.8684187
104,71.0,12209,6,2001,2002,804.0,804,1961,7,2001.0,2.0,560.0,215000,184125.95686619717,143270.97834803528,227676.4838012959,329506.6195652174,239800.66404715128,2225.458397175812,238526.30093432608,210376.147030629,210095.64489122026,44199112280.13017,50180244156.031845,50113337018.314514
105,79.0,13110,5,1972,1972,1153.0,1193,1193,6,1972.0,2.0,501.0,146500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,1841.5782490391593,149668.56691750343,127973.24742459369,136996.45229850675,17531880886.28835,19153572545.818024,20504062688.29962
106,0.0,2651,7,2000,2000,673.0,673,1382,6,2000.0,2.0,490.0,165000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2269.2030473329073,197544.3283323563,194673.49641708285,214090.422000281,41677731000.20345,38456645093.824,42292348616.436226
107,60.0,8520,6,1916,1950,714.0,1664,2526,10,1916.0,1.0,216.0,136000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2144.794737967243,207192.96902897756,175087.4527583321,185882.84194610163,32545753307.822582,36276889176.71967,38513617914.356964
108,0.0,39384,6,1957,1957,1705.0,1390,1390,4,1957.0,2.0,550.0,252000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2043.124001490947,167699.55945235657,179384.2043615648,161011.21912644748,28882869436.283348,30082652044.145916,27001510514.39209
109,36.0,2628,7,2003,2003,764.0,764,1626,6,2003.0,2.0,474.0,175500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2320.1856085458703,220366.75904720096,203278.598259089,223281.7692868597,45388405077.44215,44795845882.01343,49203879852.07013
110,57.0,6406,5,1939,1950,690.0,868,1558,7,1939.0,2.0,400.0,150000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1853.143631154494,153730.44573414754,127216.01981546072,117703.21488696999,14973734517.404205,19556975430.75492,18094567688.916046
111,0.0,12342,5,1960,1978,978.0,1422,1422,6,1960.0,1.0,286.0,139900,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1830.1356744124603,145649.81932917843,141973.0111930749,134933.53755385004,19156920637.453945,20678343429.890785,19653045366.16517
112,52.0,6240,5,1930,1992,1078.0,1128,1573,8,1930.0,2.0,360.0,162900,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1855.557310552158,154578.15427656937,132913.03887423052,120283.60909726359,15987260011.877342,20545452228.468468,18593218283.979374
113,87.0,10000,6,1962,1962,1116.0,1116,1116,5,1962.0,2.0,440.0,160000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1921.3067464311466,120380.35124835123,157987.1216067995,150115.58912121542,23716329833.569813,19018545191.742504,18070967346.265087
114,0.0,9000,2,1947,1950,0.0,660,660,5,1952.1899845121322,0.0,0.0,63900,105669.15044247788,143270.97834803528,108810.67647058824,107077.42608695652,106065.99122807017,980.9353735776243,54886.80223172112,7470.639153041382,-26041.88222143636,-194549504.94235477,410039493.73753494,-1429355639.2297518
115,80.0,11088,6,1978,1998,1140.0,1707,1707,7,1978.0,2.0,479.0,184000,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,239800.66404715128,2037.5631239505462,165539.46873284376,171066.18770567278,163468.16066567966,27963875056.336235,28318205830.95,27060432471.33176
116,134.0,17755,5,1959,1959,1466.0,1466,1466,6,1959.0,2.0,528.0,149900,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1837.8116536998914,148345.70065447202,132908.6001189448,136317.39489088446,18117754126.808853,19716419407.64991,20222099456.4806
117,0.0,4765,9,2000,2000,1614.0,1638,1638,5,2000.0,2.0,495.0,300000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2571.716426180141,176097.5371771207,286056.15212992276,271955.2450580977,77794470952.86963,50373783884.44317,47890648877.13133
118,0.0,10532,5,1960,1960,988.0,1721,1721,7,1960.0,2.0,626.0,145000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1878.2095974679305,162533.865852214,164484.8854248952,123923.50414074208,20383543380.04149,26734364302.366707,20141766197.94766
119,65.0,15426,6,1997,1997,928.0,928,1764,7,1997.0,2.0,470.0,231500,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,2110.344157264765,193810.84019830255,181291.1738312671,181529.26685811015,32909653873.436123,35136194720.7744,35182339730.3522
120,63.0,13907,5,1940,1969,996.0,996,996,6,1945.1899845121322,0.0,0.0,108000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1740.4574583045294,114153.92557567597,117272.29300812611,118765.97733956893,13927958493.962393,13387092608.138493,13557602538.14357
121,70.0,8750,5,1956,1956,1202.0,1202,1202,6,1956.0,1.0,304.0,120000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1787.8013608029223,130781.5815180168,134537.03004882077,127301.33216309255,17126743150.480896,17594965562.52173,16648669549.639622
122,0.0,9945,5,1961,1961,988.0,988,988,5,1963.0,2.0,572.0,128500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1738.4266988083718,113440.70236377671,129005.01945717439,115857.11669399295,14946149593.360685,14634420015.674543,13142912691.6086
123,56.0,8960,5,1927,1950,1008.0,1028,1028,5,1927.0,2.0,360.0,115000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1748.4207395954334,116950.71026155449,110026.86893021534,117729.27593274332,12953383612.301104,12867720469.243645,13768522438.912863
124,50.0,3500,5,1947,1950,720.0,720,1284,5,1948.0,1.0,240.0,110000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1804.4227072222109,136619.1659792422,119218.99738538136,128219.98767932775,15286258375.895405,16287599991.672258,17517307778.61847
125,0.0,24572,9,1977,1977,994.0,1599,2944,9,1977.0,3.0,864.0,150000,309382.74524714827,230802.4849354376,148415.5307068366,202537.58217592593,204792.03626943004,2775.3257196142836,353469.6780133448,363292.51698723435,362440.0592194209,131671761370.82568,128412889004.13533,128111571031.42633
126,74.0,9056,8,2004,2004,707.0,707,1414,6,2004.0,2.0,403.0,178000,184125.95686619717,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2501.1220041419283,262330.75053919817,246385.77082518983,255901.73205723366,63050545508.42271,64634564182.75092,67130893434.8549
127,70.0,12320,7,1932,1990,637.0,959,1609,8,1963.0,3.0,579.0,199500,309382.74524714827,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2160.0981284309155,148703.32480002823,214445.461739566,196108.4651269705,42054570355.190765,31888753148.95071,29161980785.8109
128,60.0,8238,6,1997,1998,813.0,813,1525,6,1997.0,2.0,400.0,183500,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,239800.66404715128,2006.7185366130705,153558.0671697224,155555.77701039927,166768.627292951,25941823399.51267,23886844454.80125,25608668071.65337
129,75.0,6000,5,1967,1967,624.0,1092,1656,7,1967.0,1.0,288.0,126000,126870.46666666666,89801.19230769231,148415.5307068366,202537.58217592593,140718.148409894,1850.9451597065852,152958.32039369576,122517.58632990127,117157.64931207248,14353872413.800138,18740084223.71132,17920237260.048233
130,24.0,2529,7,1977,1977,1055.0,1055,1055,4,1977.0,2.0,440.0,148500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2100.20938475001,121894.02627249506,151263.37568299822,168730.66420965226,25522769849.58645,18438101889.569675,20567260016.146893
131,60.0,10800,5,1939,2006,676.0,676,1352,7,1939.0,2.0,720.0,149000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1817.4206835113255,141184.18631505923,121352.47720350143,108838.32356144582,13207800178.857668,17133050751.293123,15366250151.917868
132,24.0,2349,6,1977,1977,855.0,855,1456,6,1977.0,2.0,440.0,137900,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2056.2098282094535,172782.67315993906,143597.47275778805,175691.12231675984,25228801150.66613,24811155202.102146,30356381764.359592
133,32.0,10846,8,1993,1993,1719.0,1719,1719,6,1993.0,2.0,473.0,324000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2470.034184994388,243961.8971326928,280893.8140010964,250297.09126694826,70306904599.35362,68527387756.54523,61062953232.27946
134,67.0,5604,5,1925,1950,864.0,864,864,5,1930.1899845121322,0.0,0.0,98000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1704.6586330154757,101581.01716225229,111522.55182693762,109531.42744618187,12215224294.045275,11328574251.110321,11126313811.216593
135,21.0,1680,6,1973,1973,483.0,483,987,5,1973.0,1.0,264.0,103400,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1887.7120557829262,107330.68795925546,104302.67229992924,143822.3778155891,15001058342.696003,11194877573.940184,15436554754.883139
136,54.0,6342,5,1875,1996,780.0,780,1020,6,1880.1899845121322,0.0,0.0,94000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1746.4533800741847,116259.75376012703,130292.8463946541,119846.94694911547,15615199849.709362,15147814238.54854,13933376541.207172
137,34.0,4590,8,2006,2006,1554.0,1554,1554,6,2006.0,2.0,627.0,209500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2436.5983208792063,224205.65487147914,247295.38910480423,244269.13520515373,60406630836.85252,55445024660.93988,54766521423.56137
138,60.0,18062,10,2006,2006,1528.0,1528,3390,10,2006.0,3.0,758.0,545224,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,3178.221571672404,531232.8246277719,607631.320622361,494203.5593943825,300293561451.0801,322793702786.52014,262537152798.17664
139,60.0,12900,6,1912,2009,780.0,780,1560,7,1917.1899845121322,0.0,0.0,159900,105669.15044247788,230802.4849354376,227676.4838012959,139988.4611048478,106065.99122807017,2093.769244295136,187372.41111542666,166712.15967134427,177416.08998162474,29577419521.282207,31237259319.879772,33242880550.52852
140,140.0,19138,4,1951,1951,864.0,864,864,4,1951.0,2.0,400.0,141000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1531.2000739224204,85867.43670556747,68195.26709955517,91785.64122833742,6259346319.470414,5855752781.290321,7881397738.654187
141,0.0,8658,6,2000,2000,982.0,1008,1889,9,2000.0,2.0,431.0,215000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,239800.66404715128,2129.659903419478,201313.93008045343,178142.11452623818,189186.48909241092,33702081206.717175,35862489188.11924,38085875637.31608
142,0.0,6897,5,1962,2010,1040.0,1040,1040,6,1962.0,1.0,260.0,127000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1751.343284323681,117977.137439142,131077.39859071793,120728.51913940808,15824780224.503311,15464136268.702326,14243205095.334032
143,75.0,9525,5,1954,1998,1172.0,1172,1172,5,1954.0,1.0,366.0,128000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1781.435702838636,128545.89825383367,123853.91400345553,123913.88832023575,15347220067.848272,15920912627.827261,15928622080.249933
144,57.0,12853,8,2010,2010,1642.0,1418,1418,6,2010.0,3.0,852.0,267916,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,204792.03626943004,2502.095187749959,262905.7753406709,265025.103235455,256077.18162865972,67866881497.3799,69676630250.85864,67324169983.13659
145,52.0,6240,6,1931,1950,884.0,959,1367,6,1978.0,1.0,560.0,127500,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1976.7973306496042,141935.34776100528,149306.5677103103,161374.30835917522,24094244097.73369,21191879610.964973,22904718576.651237
146,64.0,7301,7,2003,2003,0.0,495,1922,7,2003.0,2.0,672.0,198500,184125.95686619717,230802.4849354376,108810.67647058824,107077.42608695652,204792.03626943004,2248.867491655128,188441.082056334,198929.33292723217,215904.77018124232,42949791907.9619,37486458749.552345,40685328514.07742
147,78.0,12090,6,1981,1981,1422.0,1422,1422,7,1981.0,2.0,576.0,175500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,239800.66404715128,2049.544430648351,170193.5380263207,173700.62433886318,166441.4030440735,28910975624.59193,29562723813.611958,28327251258.13569
148,0.0,8826,7,2000,2000,985.0,985,1842,7,2000.0,2.0,486.0,217500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2359.2994499179317,237876.13702796676,231529.36840010283,243309.20832121168,56333227328.539185,55075311763.54146,57877454578.78266
149,57.0,8094,4,1915,1950,888.0,888,1962,9,1915.0,2.0,572.0,149500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1716.749116000064,164908.09743292443,104828.30815084197,78388.81904387876,8217367278.312312,17287036854.267673,12926951008.53984
150,0.0,10710,5,1966,2004,864.0,1120,1120,5,1966.0,2.0,656.0,148800,184125.95686619717,230802.4849354376,227676.4838012959,139988.4611048478,204792.03626943004,1841.0929023613712,149498.10827034622,143897.63765974893,135089.32572580004,19439034844.990974,21512424614.704193,20195598643.52372
151,85.0,16056,9,2005,2006,1992.0,1992,2868,11,2005.0,3.0,716.0,556581,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2876.4208740595413,441537.6815395395,454009.1554237172,467333.03177450865,212173475057.54987,200462149883.51254,206345143356.5605
152,70.0,8400,6,1957,1957,1478.0,1478,1478,6,1957.0,2.0,442.0,156500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1998.154524465459,150231.4261805167,171485.35931797448,165224.67171397625,28333612197.06559,25762490099.417664,24821938071.79833
153,90.0,11250,7,1995,1996,930.0,950,1995,8,1995.0,2.0,610.0,237000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2384.32293128966,249077.94125794468,236579.00808659027,251936.16505067144,59602808028.82734,58926612279.05455,62751741319.243
154,70.0,7535,5,1958,1985,912.0,912,912,5,1958.0,1.0,297.0,120000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1718.271839193289,106362.11243855553,122324.23698391189,112081.5560936256,13710290829.12227,13010664248.04335,11921231071.518475
